area_type,availability,size,total_sqft,location,bath,LONGITUDE,LATITUDE,balcony,price
Super built-up  Area,Ready To Move,2,847.0225873,"Kalena Agrahara,Bangalore",2,12.865219,77.59036,1,33
Super built-up  Area,Ready To Move,2,1200.087279,"Khandari,Agra",3,27.204996,77.990474,2,55
Super built-up  Area,Ready To Move,1,505.0505051,"Niral,Raigad",2,19.0284965,73.3192845,3,12
Super built-up  Area,Ready To Move,2,1050.241272,"KR Puram,Bangalore",2,13.010349,77.712151,1,37
Super built-up  Area,19-Dec,2,830.1158301,"Kiwale,Pune",2,18.658033,73.720121,1,43
Built-up  Area,18-Dec,2,2399.232246,"Anakapalle,Visakhapatnam",6,17.68,83.02,2,25
Built-up  Area,Ready To Move,2,1000,"Indirapuram,Ghaziabad",2,28.63676,77.36315,2,43.5
Super built-up  Area,19-Dec,3,2500,"Sector-78 Noida,Noida",3,28.560719,77.386208,3,180
Super built-up  Area,Ready To Move,2,1039.222259,"Marampally,Ernakulam",3,10.10833,76.41667,2,31
Plot  Area,Ready To Move,2,1140.030114,"TC Palaya,Bangalore",3,50.817397,4.42145,3,53
Super built-up  Area,Ready To Move,1,650.0171057,"Adajan,Surat",2,24.395822,78.989627,2,19
Super built-up  Area,Ready To Move,3,1600,"Mulund (West),Lalitpur",2,19.1759,72.9522,2,280
Super built-up  Area,Ready To Move,3,1424.409194,"Sector-134 Noida,Noida",2,28.5041,77.381557,1,44
Super built-up  Area,Ready To Move,2,965.0495566,"Poonamallee,Chennai",2,13.05,80.11,2,37
Plot  Area,Ready To Move,2,1190.06554,"Vaishali Nagar,Nagpur",5,21.167998,79.112474,1,69
Plot  Area,Ready To Move,3,1538.602604,"Sarjapur Road,Bangalore",5,12.86,77.786,2,83.9
Super built-up  Area,Ready To Move,1,388.0392604,"Lal Ganesh,Guwahati",2,26.141158,91.744893,1,17
Plot  Area,Ready To Move,2,825.0825083,"swastik nagar,Indore",3,17.32808,76.85901,3,25
Super built-up  Area,18-Dec,2,1076.015272,"Fatorda,Margao",3,15.292135,73.9621265,2,62
Super built-up  Area,Ready To Move,2,1000,"Gannavaram,Vijayawada",3,16.753034,80.729469,3,27
Super built-up  Area,Ready To Move,2,1341.021859,"Andheri (East),Lalitpur",3,19.1145,72.8712,1,300
Super built-up  Area,17-Apr,3,2575.87754,"Jagatpura,Jaipur",2,26.832353,75.841749,1,97.6
Built-up  Area,Ready To Move,1,650.0171057,"Kandivali (East),Lalitpur",2,19.1955,72.8728,3,95
Plot  Area,Ready To Move,1,650.0072223,"Sector-9 Ulwe,Maharashtra",7,18.973908,73.025106,3,45
Super built-up  Area,Ready To Move,2,1000,"Pallimukku,Kochi",2,9.9679,76.2843,2,45
Plot  Area,Ready To Move,2,1419.920651,"Ejipura,Bangalore",8,12.944691,77.627863,1,68
Super built-up  Area,Ready To Move,3,1035.083896,"Mukundapur,Kolkata",3,22.491565,88.402473,2,95
Super built-up  Area,Ready To Move,3,1448.06338,"Jhotwara,Jaipur",2,26.955346,75.734793,2,32.9
Super built-up  Area,Ready To Move,3,147428.5714,"New Chandigarh,Chandigarh",2,30.73528,76.79111,1,5160
Built-up  Area,Ready To Move,3,1607.951686,"Zirakpur,Chandigarh",2,30.662283,76.822397,0,63.9
Plot  Area,Ready To Move,2,915.0746508,"Sector-78 Noida,Noida",4,28.560719,77.386208,3,57
Super built-up  Area,Ready To Move,2,1102.414287,"G B Road,Lalitpur",3,24.104891,78.820348,2,100
Super built-up  Area,Ready To Move,3,1338.376491,"Kandivali (East),Maharashtra",2,19.1955,72.8728,3,230
Super built-up  Area,18-Feb,2,1113.043478,"Wakad Annexe,Pune",4,18.5993,73.7625,0,64
Plot  Area,18-Dec,3,1356.6987,"Perungudi,Chennai",3,12.961,80.2409,1,120
Super built-up  Area,Ready To Move,2,1160.140874,"Kaggadasapura,Bangalore",3,12.9816,77.6729,2,56
Plot  Area,Ready To Move,3,1660.280971,"Vaishali Nagar,Jaipur",5,26.91868,75.750399,2,78
Plot  Area,Ready To Move,3,1465.076661,"Suraksha Nagar,Bangalore",3,20.098413,79.10786,2,86
Super built-up  Area,Ready To Move,2,895.166103,"Gnanamoorthy Nagar,Chennai",1,24.090195,87.990011,1,45
Super built-up  Area,Ready To Move,2,1219.89365,"Bavdhan,Pune",1,18.510418,73.781944,1,78
Super built-up  Area,Ready To Move,1,495.1261024,"Sector 4A Vasundhara,Ghaziabad",2,30.753067,76.800208,1,32
Super built-up  Area,Ready To Move,4,2718.868951,"Chembur,Mumbai",3,19.05871,72.89969,3,650
Built-up  Area,Ready To Move,2,1025.056948,"Golmuri,Jamshedpur",1,22.795922,86.216157,1,54
Built-up  Area,Ready To Move,1,258.2138319,"Khanda Colony,Lalitpur",3,24.69028,78.41889,2,56.9
Super built-up  Area,18-Apr,3,1503.358356,"Yelahanka,Bangalore",2,13.11389,77.59833,2,76.1
Built-up  Area,Ready To Move,4,2080.443828,"Kanakpura Road,Bangalore",2,12.896796,77.5724,1,75
Super built-up  Area,Ready To Move,1,630.0114548,"Thane West,Lalitpur",2,19.18,72.96333,2,66
Built-up  Area,Ready To Move,1,720.0496586,"Mira Road,Lalitpur",4,19.283359,72.864964,1,58
Super built-up  Area,Ready To Move,2,950.0351865,"Sriprastha,Maharashtra",4,18.96,72.82,1,54
Built-up  Area,Ready To Move,3,1669.216859,"Ashwath Nagar,Bangalore",3,12.973681,77.562904,,120
Built-up  Area,Ready To Move,2,820.4791598,"Majiwada,Mumbai",3,19.218498,72.992114,2,100
Built-up  Area,Ready To Move,2,847.7719493,"Thane West,Lalitpur",2,19.18,72.96333,2,160
Plot  Area,Ready To Move,2,800,"Sundarpada,Bhubaneswar",2,20.230195,85.816005,1,22
Super built-up  Area,Ready To Move,3,1920.438957,"Jharapada,Bhubaneswar",3,20.275267,85.862407,1,140
Built-up  Area,Ready To Move,3,2298.850575,"Goregaon (West),Maharashtra",2,19.161955,72.839616,2,310
Built-up  Area,Ready To Move,3,1365.187713,"Bommasandra,Bangalore",6,12.82,77.69,2,48
Super built-up  Area,Ready To Move,2,1160.862355,"Kudasan,Gandhinagar",2,23.166495,72.63429,2,42
Super built-up  Area,Ready To Move,4,194.5945946,"Beldih charch school,Jamshedpur",1,22.923869,86.305133,1,180
Plot  Area,Ready To Move,2,900,"Indirapuram,Ghaziabad",4,28.63676,77.36315,3,45
Super built-up  Area,Ready To Move,3,1849.635513,"Alipore,Kolkata",4,22.53028,88.33417,1,170
Plot  Area,Ready To Move,2,1150.251618,"Sector-93 Noida,Noida",5,28.5216,77.3863,3,48
Super built-up  Area,Ready To Move,3,1437.28223,"GD Layout,Bangalore",3,12.96991,77.59796,3,66
Super built-up  Area,Ready To Move,4,3850.641774,"Hebbal Kempapura,Bangalore",2,13.051,77.5962,1,330
Built-up  Area,Ready To Move,3,1333.333333,"Nayabad,Kolkata",4,22.483471,88.417711,1,44
Built-up  Area,Ready To Move,2,925.4498715,"Ajmer Road,Jaipur",3,26.928785,75.828002,2,18
Super built-up  Area,Ready To Move,3,750,"Harni,Vadodara",5,22.337395,73.225215,1,24
Super built-up  Area,21-Jan,2,1000,"Chandaka,Bhubaneswar",3,20.26444,85.82806,1,23
Built-up  Area,18-May,2,1115.030151,"Sector 10 Kharghar,Mumbai",,19.033956,73.075342,,98
Plot  Area,Ready To Move,3,1320.211234,"Begur,Bangalore",4,12.8706,77.6279,1,55
Super built-up  Area,Ready To Move,2,1255.119567,"Sohna,Gurgaon",2,28.25,77.07,2,95
Super built-up  Area,18-Jun,3,1090.750436,"Oshiwara,Mumbai",,18.96667,72.83333,,200
Super built-up  Area,Ready To Move,1,494.4152431,"Balkum,Maharashtra",2,19.222101,72.988231,2,60.2
Plot  Area,Ready To Move,3,1400,"Pimple Saudagar,Pune",6,18.5956,73.7981,2,91
Super built-up  Area,Ready To Move,1,625,"Dombivli (West),Mumbai",2,19.2167,73.0833,2,43
Super built-up  Area,Ready To Move,2,1018.079691,"Sus,Pune",3,18.539812,73.737678,2,58
Super built-up  Area,Ready To Move,2,1058.691193,"Chandivali,Mumbai",2,18.96667,72.83333,2,160
Super built-up  Area,Ready To Move,2,1100,"Mahalakshmi Nagar,Indore",2,22.175748,75.582163,2,35.2
Super built-up  Area,20-Dec,2,1370.071548,"Sarjapur Road,Bangalore",2,12.86,77.786,1,90
Plot  Area,Ready To Move,3,1508.523156,"Sector-69 Gurgaon,Gurgaon",3,28.392385,77.035763,1,100
Built-up  Area,Ready To Move,2,1059.322034,"Sector-14 Koparkhairane,Lalitpur",2,28.4729,77.0474,1,130
Super built-up  Area,Ready To Move,3,1464.128843,"Noida Extension,Noida",2,28.579004,77.431173,2,50
Super built-up  Area,Ready To Move,3,1778.629087,"Mango Garden Layout,Bangalore",2,12.977042,77.595277,1,130
Super built-up  Area,Ready To Move,3,1641.038109,"Bhandup (West),Lalitpur",3,19.147866,72.932609,2,270
Super built-up  Area,Ready To Move,2,949.9024073,"Alwar Bypass Road,Bhiwadi",2,28.2102,76.8606,3,14.6
Built-up  Area,18-Jan,2,925.1101322,"Sector-137 Noida,Noida",3,28.506454,77.409568,2,42
Built-up  Area,Ready To Move,2,1023.973015,"Purasaiwakkam,Chennai",2,13.09,80.27,2,85
Super built-up  Area,Ready To Move,2,900.0225006,"Thane West,Maharashtra",1,19.18,72.96333,1,120
Super built-up  Area,Ready To Move,3,1232.264845,"Zirakpur,Chandigarh",2,30.662283,76.822397,2,46.9
Super built-up  Area,Ready To Move,2,1100.052383,"Brookefield,Bangalore",2,12.9657,77.7188,3,63
Built-up  Area,Ready To Move,4,5500.045834,"Napean Sea Road,Lalitpur",4,24.69028,78.41889,0,2400
Super built-up  Area,Ready To Move,2,699.720112,"Gomti Nagar Extension,Lucknow",5,21,77,1,35
Super built-up  Area,Ready To Move,2,1000,"Gandhi Path,Jaipur",2,25.879721,86.587391,,27
Super built-up  Area,Ready To Move,6,11263.15789,"Sathya Sai Layout,Bangalore",2,12.929162,77.629041,1,1070
Super built-up  Area,Ready To Move,2,965.0180941,"Karapakkam,Chennai",2,12.925027,80.235348,2,40
Super built-up  Area,Ready To Move,3,1256.2025,"Malad (West),Lalitpur",3,19.1849,72.8347,1,200
Super built-up  Area,17-Nov,2,1190.059503,"Sector-119 Noida,Noida",2,28.587711,77.403123,1,68
Super built-up  Area,18-Jul,5,1200.087279,"Rughnathpura,Surat",3,21.17,72.83,2,55
Super built-up  Area,Ready To Move,2,950.0206526,"New Ashok Nagar,Eluru",3,16.719181,81.091941,2,23
Super built-up  Area,Ready To Move,2,1000,"Pimple Saudagar,Pune",2,18.5956,73.7981,1,65
Plot  Area,Ready To Move,2,1224.007561,"Sector-127 Mohali,Mohali",4,30.768683,76.650876,2,25.9
Super built-up  Area,Ready To Move,3,1620.145631,"Gorantla,Guntur",3,16.338,80.439059,3,53.4
Super built-up  Area,19-Dec,4,2184.83723,"Zirakpur,Chandigarh",1,30.662283,76.822397,0,100
Plot  Area,Ready To Move,4,2107.873528,"Sarjapur Road,Bangalore",7,12.86,77.786,1,170
Plot  Area,Ready To Move,6,8500.148753,"Andheri (West),Lalitpur",2,19.139348,72.820458,1,2000
Built-up  Area,Ready To Move,4,2200.220022,"Kundli,Sonipat",2,28.874383,77.113251,2,80
Super built-up  Area,18-Dec,1,430.0335426,"Ghodbunder Road,Lalitpur",4,24.69028,78.41889,,50
Super built-up  Area,Ready To Move,3,1139.240506,"Safedabad,Lucknow",2,26.905623,81.1231,1,18.9
Super built-up  Area,Ready To Move,3,1239.362142,"Wadala East,Mumbai",2,19.014858,72.8662,1,300
Super built-up  Area,Ready To Move,3,1450,"Gunjur,Bangalore",2,12.923762,77.736688,2,58
Super built-up  Area,18-Feb,4,2400,"Hiranandani Gardens - Powai,Maharashtra",2,19.124896,72.893503,2,840
Super built-up  Area,Ready To Move,2,652.6806527,"Bhadrakali,Kolkata",2,22.675548,88.352674,1,16.8
Super built-up  Area,18-Jun,3,1310.043668,"Zirakpur,Chandigarh",2,30.662283,76.822397,1,45
Super built-up  Area,Ready To Move,2,749.8986623,"Gandharv colony,Jalgaon",3,21.01667,75.56667,3,37
Built-up  Area,Ready To Move,3,1412.57189,"Mominpore,Kolkata",3,22.54111,88.33778,2,140
Super built-up  Area,Ready To Move,1,600.1091107,"Mukandpura,Jaipur",4,27.119087,75.605283,3,11
Super built-up  Area,Ready To Move,3,1466.27566,"Thane West,Mumbai",2,19.18,72.96333,3,140
Built-up  Area,Ready To Move,3,1332.55814,"Thanisandra,Bangalore",2,13.055985,77.622157,0,57.3
Plot  Area,Ready To Move,3,1251.390434,"Kothrud,Pune",7,18.5101,73.8141,2,180
Super built-up  Area,Ready To Move,1,560.1659751,"Nanavat,Surat",2,21,77,2,13.5
Super built-up  Area,Ready To Move,2,1050.030883,"Haltu,Kolkata",2,22.5041,88.3904,1,34
Super built-up  Area,Ready To Move,2,611.5057152,"Borivali (West),Mumbai",2,19.2361,72.8338,2,130
Super built-up  Area,Ready To Move,2,1100,"Ramavarappadu,Vijayawada",2,16.531879,80.670951,2,38.5
Super built-up  Area,20-Aug,1,517.9345684,"Mulund (West),Mumbai",1,19.1759,72.9522,1,65.7
Super built-up  Area,19-Dec,3,1865.030675,"Bhimrad,Surat",3,21.12359,72.804292,1,76
Super built-up  Area,Ready To Move,3,2666.666667,"Sampangi Rama Nagar,Bangalore",2,12.96991,77.59796,2,640
Super built-up  Area,18-Jun,3,1785.434612,"Pothinamallayya Palem,Visakhapatnam",2,17.80268,83.356136,2,68.4
Super built-up  Area,Ready To Move,4,1693.070504,"Yeshwanthpur,Bangalore",2,12.96991,77.59796,1,140
Plot  Area,Ready To Move,3,2800.466744,"Bhuwana,Udaipur",3,24.617977,73.708104,1,120
Plot  Area,Ready To Move,2,993.9959973,"Raj Nagar Extension,Ghaziabad",4,26.900926,75.775927,0,29.8
Super built-up  Area,Ready To Move,2,800,"Pratap Vihar,Ghaziabad",2,28.6496,77.402621,2,21
Super built-up  Area,Ready To Move,1,554.5981513,"Dombivli (East),Maharashtra",3,19.2167,73.0833,1,35.4
Super built-up  Area,Ready To Move,4,2528.199144,"Raj Nagar Extension,Ghaziabad",2,26.900926,75.775927,2,130
Super built-up  Area,Ready To Move,3,1549.833095,"Ahinsa Khand 2,Ghaziabad",2,28.9196,76.8972,2,65
Super built-up  Area,22-May,1,470.0162075,"Moshi,Pune",6,18.669919,73.853723,3,29
Super built-up  Area,Ready To Move,2,1464.002756,"Sangolda,Goa",2,15.550351,73.805282,2,85
Super built-up  Area,Ready To Move,2,616.089613,"Gurdaspur Improvement Trust Scheme No.7,Gurdaspur",2,32.029726,75.388008,2,12.1
Super built-up  Area,Ready To Move,2,15901.06007,"Kompally,Secunderabad",3,17.546483,78.480303,2,45
Plot  Area,18-May,3,1622.324465,"Sholinganallur,Chennai",3,12.90015,80.22791,1,81.1
Super built-up  Area,18-Oct,3,1520.462896,"Chandivali,Maharashtra",2,18.58584,73.471734,1,360
Super built-up  Area,Ready To Move,3,987.2611465,"Moovar Nagar,Chennai",2,13.09,80.27,2,46.5
Built-up  Area,20-Dec,2,1243.91563,"Vijayanagar Extension,Mysore",2,12.327102,76.586441,1,46
Super built-up  Area,Ready To Move,2,1000,"Yelahanka,Bangalore",2,13.11389,77.59833,2,40
Super built-up  Area,Ready To Move,3,2137.513359,"Sector-79 Noida,Noida",2,28.558047,77.392752,1,120
Super built-up  Area,Ready To Move,3,1450.163399,"Indirapuram,Ghaziabad",3,28.63676,77.36315,3,71
Super built-up  Area,Ready To Move,2,778.0703854,"Thane West,Maharashtra",3,19.18,72.96333,3,130
Built-up  Area,Ready To Move,3,1300.202254,"Electronic City,Bangalore",3,12.8458,77.6727,1,45
Built-up  Area,Ready To Move,2,1120.041483,"Sector 80 Faridabad,Faridabad",2,28.381971,77.347688,2,43.2
Super built-up  Area,Ready To Move,1,630.0452845,"Narhe,Pune",3,18.442587,73.829832,2,32
Super built-up  Area,Ready To Move,2,1212.250106,"Sadaramangala,Bangalore",3,12.735182,77.091352,1,57
Super built-up  Area,Ready To Move,2,1077.816492,"Ashirvad Colony,Bangalore",3,12.96991,77.59796,1,46.4
Built-up  Area,Ready To Move,3,1784.753363,"Dholai,Jaipur",4,26.91667,75.86667,2,59.7
Super built-up  Area,18-Mar,2,1110.574602,"Thara,Bhiwadi",3,28.162032,76.811066,2,23
Plot  Area,Ready To Move,2,1000,"Vinay Nagar,Gwalior",2,26.225345,78.156295,0,20.5
Super built-up  Area,18-May,4,2242.794426,"Bandra (East),Mumbai",2,19.062792,72.85551,1,940
Super built-up  Area,19-Oct,4,1748.948417,"Mukundapur,Kolkata",2,22.491565,88.402473,1,79
Built-up  Area,Ready To Move,2,1100.187266,"Kakani Nagar,Visakhapatnam",7,17.737508,83.227514,,47
Super built-up  Area,Ready To Move,2,1050.105011,"Srikrupa Layout,Bangalore",2,12.96991,77.59796,1,35
Super built-up  Area,18-May,3,1450.577664,"Zirakpur,Chandigarh",2,30.662283,76.822397,1,33.9
Super built-up  Area,Ready To Move,2,1080.175303,"Zirakpur,Chandigarh",3,30.662283,76.822397,1,41.9
Super built-up  Area,Ready To Move,2,1456.071076,"Kazhipattur,Chennai",2,13.09,80.27,2,59
Super built-up  Area,Ready To Move,1,482.2198276,"Karveer Nagar,Maharashtra",4,19.890762,74.473091,,17.9
Super built-up  Area,21-Jul,2,1010.10101,"Raj Nagar Extension,Ghaziabad",3,26.900926,75.775927,1,30
Super built-up  Area,Ready To Move,2,1343.265356,"Sector-108 Gurgaon,Gurgaon",2,28.514348,76.983292,1,110
Super built-up  Area,21-Jun,2,1421.075645,"Sector-66 Gurgaon,Gurgaon",3,28.398408,77.056504,1,130
Built-up  Area,Ready To Move,2,649.5160469,"Kalavad Road,Rajkot",5,22.290385,70.781479,,25.5
Super built-up  Area,20-Dec,2,813.0081301,"Perumbakkam,Chennai",2,12.9053,80.1986,1,45
Super built-up  Area,21-Nov,2,1000,"Telco Colony,Jamshedpur",1,22.775,86.2528,1,38
Plot  Area,Ready To Move,1,700.152207,"Mahad,Raigad",6,18.083,73.417,3,23
Super built-up  Area,Ready To Move,3,1373.333333,"Bhikharipur,Varanasi",2,25.375506,82.602682,3,61.8
Built-up  Area,Ready To Move,2,892.998679,"paruthipattu,Chennai",2,13.09,80.27,1,33.8
Super built-up  Area,Ready To Move,4,2056.766763,"Kundli,Sonipat",2,28.874383,77.113251,1,100
Super built-up  Area,Ready To Move,4,2616.170425,"Thanisandra,Bangalore",2,13.055985,77.622157,1,210
Built-up  Area,Ready To Move,2,1049.250535,"Adajan,Surat",2,24.395822,78.989627,3,24.5
Super built-up  Area,Ready To Move,2,658.9895494,"Kolshet Road,Mumbai",3,19.249861,72.963866,2,99
Plot  Area,Ready To Move,3,2345.251826,"Peer Muchalla,Panchkula",4,30.660437,76.861517,1,61
Built-up  Area,Ready To Move,2,965.7576379,"Perumbakkam,Chennai",2,12.9053,80.1986,2,47.1
Super built-up  Area,Ready To Move,2,950.1187648,"P And T Nagar,Madurai",2,13.040035,80.241072,3,40
Super built-up  Area,20-Dec,3,1275.148767,"Thiruporur,Chennai",4,12.7281,80.2014,0,45
Super built-up  Area,Ready To Move,2,1150.251618,"NH-8,Neemrana",3,12.973237,77.646859,1,32
Built-up  Area,Ready To Move,1,650.0072223,"Karanjade,Mumbai",3,18.975268,73.109062,2,45
Super built-up  Area,Ready To Move,3,1453.175457,"Whitefield,Bangalore",2,12.9958935,77.761394,3,54
Super built-up  Area,19-Dec,3,1530.131827,"Hat Hill,Mangalore",2,12.887837,74.837732,1,65
Plot  Area,18-Feb,2,1039.992436,"Sector 10 Kharghar,Mumbai",7,19.033956,73.075342,0,110
Built-up  Area,Ready To Move,2,985.2911545,"Moshi,Pune",3,18.669919,73.853723,3,48.9
Built-up  Area,Ready To Move,2,1326.194803,"Chembur (East),Mumbai",1,19.05871,72.89969,1,270
Super built-up  Area,Ready To Move,3,2500,"Sarojini Nagar,Lucknow",3,26.748868,80.863332,,100
Built-up  Area,Ready To Move,3,1821.238442,"Hadapsar,Pune",3,18.49667,73.94167,2,130
Carpet  Area,Ready To Move,1,590.9213,"Deshmukh Nagar,Aurangabad",1,21.236599,75.298425,1,22
Super built-up  Area,Ready To Move,2,1091.061687,"Bommanahalli,Bangalore",4,12.907374,77.625811,,52
Built-up  Area,Ready To Move,2,1000,"Sriperumbudur,Chennai",3,13.08389,80.27,2,26
Super built-up  Area,Ready To Move,3,1598.622725,"Sector-75 Noida,Noida",2,28.576117,77.382136,2,130
Plot  Area,Ready To Move,1,606.0606061,"Perumalpattu,Chennai",3,13.118288,79.997696,2,25
Built-up  Area,Ready To Move,3,1818.708929,"Budigere,Bangalore",5,13.141581,77.749756,0,94.1
Super built-up  Area,Ready To Move,3,1475.237092,"Kudlu Gate,Bangalore",3,12.88784,77.654131,3,70
Built-up  Area,Ready To Move,1,680.056935,"Sector 17 Ulwe,Mumbai",2,18.964489,73.019574,2,43
Super built-up  Area,Ready To Move,2,920.6798867,"Chala,Vapi",2,20.386816,72.901148,3,26
Plot  Area,Ready To Move,3,1350.007105,"Nethaji Nagar,Kochi",4,9.940109,76.371995,,95
Super built-up  Area,Ready To Move,2,1210.067764,"Sompura,Bangalore",2,12.874232,77.505488,2,50
Super built-up  Area,Ready To Move,3,1941.457587,"Bellandur,Bangalore",2,12.9255,77.6765,2,130
Super built-up  Area,Ready To Move,3,1730.103806,"Sector-79 Noida,Noida",2,28.558047,77.392752,1,120
Built-up  Area,Ready To Move,3,1600,"Shivjyothinagara Adlimane Road,Hassan",2,13.06,76.1,1,90
Super built-up  Area,Ready To Move,1,711.1597374,"Arawali,Sindhudurg",3,15.782431,73.679975,3,26
Super built-up  Area,Ready To Move,3,1957.202505,"Maraimalai Nagar,Chennai",2,10.782597,79.842124,2,75
Super built-up  Area,Ready To Move,2,870.1472557,"Gajuwaka,Visakhapatnam",9,17.7,83.2167,1,26
Super built-up  Area,Ready To Move,2,800,"Yogiraj Nagar,Amravati",2,20.948599,77.797816,1,35
Super built-up  Area,Ready To Move,2,493.5612689,"Pokhran-2,Lalitpur",3,24.69028,78.41889,3,110
Super built-up  Area,20-Dec,3,1650.165017,"Balewadi,Pune",3,18.097689,74.735239,1,100
Built-up  Area,Ready To Move,2,1150.180743,"Electronics City Phase 1,Bangalore",3,12.840956,77.659441,2,70
Super built-up  Area,19-Dec,3,1235.203294,"Ananth Nagar,Bangalore",5,12.96991,77.59796,2,72
Built-up  Area,Ready To Move,3,1475.461082,"Dhauli,Bhubaneswar",2,20.18646,85.846045,1,47.2
Built-up  Area,Ready To Move,3,1300.052002,"Jalahalli,Bangalore",5,13.0519,77.5416,2,100
Super built-up  Area,21-Dec,3,1459.427904,"Gokulam,Mysore",2,12.3346,76.6276,3,100
Built-up  Area,Ready To Move,2,1100.110011,"Sector 19 Kharghar,Maharashtra",2,19.048979,73.078232,0,110
Super built-up  Area,20-Oct,1,535.0772889,"Paithan Road,Aurangabad",2,19.48,75.38,1,18
Super built-up  Area,18-Oct,3,1409.940078,"Vakola,Lalitpur",2,24.69028,78.41889,3,320
Super built-up  Area,Ready To Move,2,1780.063291,"Andheri (East),Maharashtra",2,19.1145,72.8712,2,450
Super built-up  Area,17-Nov,3,1560.107198,"Sector-77 Noida,Noida",2,28.568096,77.390253,2,81.5
Super built-up  Area,Ready To Move,1,450.0703235,"Bedla,Udaipur",3,24.6345,73.695,2,16
Super built-up  Area,Ready To Move,3,1375.404531,"Atala,Bhubaneswar",2,19.998771,85.459795,1,42.5
Super built-up  Area,Ready To Move,2,1050.105011,"Manish Nagar,Nagpur",2,21.094632,79.074805,2,35
